Clinic,Address,City,State,Zip,Treatment center,Detection center,Currently live in latest run,First seen by monitor,Last seen by monitor,Phone,Website,Providers,Epioxa facility ID
McCoy Vision Center,"100a Providence Main Street Northwest, Huntsville, AL 35806",Huntsville,AL,35806,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12565379090,http://www.eyehealthpartners.com/more-about-dr-swartz/,Tracy Schroeder Swartz OD,1a61d443-bcab-47b9-8a9f-9d302daaf91f
McKnight Eye Centers,"515 North State Route 291, Liberty, MO 64068",Liberty,MO,64068,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18167505733,https://www.mcknighteyecenters.com/,Anthony Brand; Neal Eylar; Dustin McKnight; Scott McKnight,b8101619-78c3-47f5-aef5-d4cb230e178c
Mega Vision Center,"187 Avenue U, Brooklyn, NY 11223",Brooklyn,NY,11223,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19896935977,https://www.megavisionbrooklyn.com/,Elena Feldman; Arthur Vayner; Oleksandra Savchuk; Elena Feldman,0a4829f6-f561-4a7b-9088-8bf65fcabe18
Menard Eye Center,"4315 Lake Street, Lake Charles, LA 70605",Lake Charles,LA,70605,No,Yes,Yes,2026-07-30T13:44:50+00:00,2026-08-16T12:25:42+00:00,+13374694755,,,dae27ffe-f0e3-4d1c-a09a-3a76b8bdc3a8
Miami Contact Lens Institute,"2627 Northeast 203rd Street, #116, Miami, FL 33180",Miami,FL,33180,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16205826765,https://www.miamicontactlens.com,Elise Kramer,613bdaf3-2d45-4baf-86a3-6da10d88f1d3
Michigan Contact Lens,"25211 Coolidge Highway, Oak Park, MI 48237",Oak Park,MI,48237,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12488262877,,,128121bd-01e9-4b7e-bd46-dec52c2e458a
Michigan Eye Institute,"16255 Silver Parkway, Fenton, MI 48430",Fenton,MI,48430,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18106459769,https://www.micheyecare.com,,764a3458-355d-43c9-9daa-1eb788bf3ddd
Michigan Eye Institute - Flint,"4499 Town Center Parkway, Flint, MI 48532",Flint,MI,48532,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18104428797,https://mieye.com/?utm_source=GMB&utm_medium=local&utm_campaign=flint-mi,,84c20e24-2f39-4426-aa53-a395e11beb74
Michigan Eye Institute - Lake Orion,"1240 South Lapeer Road, Orion Township, MI 48360",Orion Township,MI,48360,No,Yes,Yes,2026-08-01T13:05:04+00:00,2026-08-16T12:25:42+00:00,+12489650396,https://mieye.com/lake-orion/,,43996f7e-00cc-4dc7-b631-b321f6d0b7cb
Michigan Eye Institute - Lapeer,"1005 South Lapeer Road, Lapeer, MI 48446",Lapeer,MI,48446,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18108844907,https://mieye.com/lapeer/,,d7447692-4ffe-4019-9cea-c912d2da2b94
Microsurgical Eye Consultants,"31 Centennial Drive, Peabody, MA 01960",Peabody,MA,01960,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19786166872,https://meceye.com/corneal-cross-linking,Richard Rodman MD; Christen Kenrick OD; Joel Pakett MD; Rebecca McGee MD; Vicky Squillini OD; Rodney Immerman OD,0573cf37-d875-413e-918b-d07545c4c1c2
Middlesex Eye Physicians,"400 Saybrook Rd, Middletown, CT 06457",Middletown,CT,06457,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18607734195,www.middlesexeye.com,,ce21ccc8-3ca3-4e97-9b58-34c1b9705be0
Midwestern University Eye Clinic,"5865 West Uptopia Road, Glendale, AZ 85308",Glendale,AZ,85308,Yes,No,Yes,2026-08-01T13:05:04+00:00,2026-08-16T12:25:42+00:00,+16232409437,https://clinics.midwestern.edu/glendale-clinics/eye-institute-az,Robert Fintelmann MD FACS; Wendy Huang MD,959ccbee-0230-49e5-b33d-ac025f5a7854
Midwestern University Eye Institute,"3450 Lacey Road, Downers Grove, IL 60515",Downers Grove,IL,60515,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16305040575,,Daniel Deligio; Jessica Conroy; John Gialousakis; Vakishan Nadarajah,f35f9ea1-0fbc-46b8-9e9f-d534b37beee9
Midwestern University Optical,"19555 N 59th Ave, Glendale, AZ 85308",Glendale,AZ,85308,No,Yes,Yes,2026-07-31T13:50:30+00:00,2026-08-16T12:25:42+00:00,+16234555539,http://midwestern.edu,Daniel Deligio; Kevin Helmuth; Taylor Bosch; Sarah Huff; Jasandeep Uppal; Rimpi Narwhal; Michael Bogaard; Rachel Stephan; Christopher Lowe; Elizabeth Escobedo; Pierce Kenworthy; Alicia Feis; Aron Piranio; Cori Jones; Ashley Olson; Grace Liao; Sylvia Panora; Michael Kozlowski; Renee Doss; Patricia Bogaard; Eric Woo; Krupa Patel; Sarah Thomas; Megan Baker,8c686c4f-f8f8-443e-ac5c-0a2ff1774650
Mile High Eye Institute,"3535 River Point Parkway, Suite 200, Sheridan, CO 80110",Sheridan,CO,80110,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17626000891,https://www.mhei.com/,Bill Richheimer,ff31339f-d4bf-440f-b033-f77682400137
Mile High Eye Institute- Aurora,"1550 South Potomac Street, Aurora, CO 80012",Aurora,CO,80012,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15078531810,https://www.mhei.com/locations/aurora/,,e64e5bbd-810a-4989-9184-78c5bef23aae
Miller Optometry,"34806 Yucaipa Boulevard, Yucaipa, CA 92399",Yucaipa,CA,92399,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19097651681,https://www.miller-optometry.com/,,11c34ded-18ee-4bc9-821e-77192b922412
Minnesota Eye Consultants - Bloomington,"9801 Dupont Ave S / Suite 200, Bloomington, MN 55431",Bloomington,MN,55431,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16188449864,https://www.mneye.com,,6e585a09-e7b9-4187-9262-b1caea055734
Minnesota Eye Consultants - Minnetonka,"10709 Wayzata Blvd / Suite 200, Minnetonka, MN 55305",Minnetonka,MN,55305,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16576795346,https://www.mneye.com,,231c599a-f5b2-4f2a-a33e-7d29ecfa8c30
Minnesota Eye Consultants - Woodbury,"7125 Tamarack Road, Woodbury, MN 55125",Woodbury,MN,55125,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16126827436,https://www.mneye.com/locations/woodbury,,492a799f-5ebc-44cc-bc5e-4b2fbbd53dff
Mission Cataract and LASIK,"23103 West Interstate 10 / Suite 105, San Antonio, TX 78257",San Antonio,TX,78257,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12108796478,https://www.missioncataract.com/,Bobby Saenz OD; Samantha Rodgers MD; Zachary Heath; Jose Germain OD; Matthew Fornefeld MD,306f1c5f-5a00-48e7-a2ee-a8b361a49ab3
Mission Cataract and LASIK- Pearsall Location,"105 East Hackberry Street Suite, Pearsall, TX 78061",Pearsall,TX,78061,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,,,Bobby Saenz; Zachary Heath; Jose Germain OD; Matthew Fornefeld MD; Samantha Rodgers,5e5e68d3-906c-43d4-98c9-89f43c1a893d
Mission Cataract and LASIK- Uvalde,"1038 Garner Field Road, Uvalde, TX 78801",Uvalde,TX,78801,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,,,Bobby Saenz; Zachary Heath; Jose Germain OD; Matthew Fornefeld MD; Samantha Rodgers,6d344d61-3eff-4c02-abf4-e7174fd4c836
Mission Cataract and LASIK-Hill Country,"708 Hill Country Drive, Kerrville, TX 78028",Kerrville,TX,78028,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,,https://www.missioncataract.com,Bobby Seanz; Zachary Heath; Jose Germain OD; Matthew Fornefeld MD; Samantha Rodgers,3aed0cd0-1883-4857-9c6d-684c4fc24bd7
Mission Cataract and LASIK-Water Street,"237 West Water Street, Kerrville, TX 78028",Kerrville,TX,78028,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,,https://www.missioncataract.com/,Bobby Saenz; Zachary Heath; Jose Germain OD; Matthew Fornefeld MD; Samantha Rodgers,544537ae-b57e-4912-a267-7feda281b23a
Modern Eyes Optometry - Ala Moana,"1450 Ala Moana Boulevard, Honolulu, HI 96814",Honolulu,HI,96814,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+18088622748,https://himoderneyes.com/,,8d418934-0ee7-47ff-add5-2c6427ad8eba
Modern Eyes Optometry - Lenscrafters at Pearlridge,"98-1005 Moanalua Road, Aiea, HI 96701",Aiea,HI,96701,No,Yes,Yes,2026-07-22T01:05:31+00:00,2026-08-16T12:25:42+00:00,+18085158616,https://himoderneyes.com/,,d97fe7b8-db20-409f-b3b6-4a06d2949b9b
"Mona Sane, MD - iSight Care","289 S. SAN ANTONIO RD, SUITE 110, Los Altos, CA 94022",Los Altos,CA,94022,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16506286186,,,932e33e4-347f-4b00-98e2-62d9be5d7a96
Mount Airy Medical Eye Center,"1401 Ridge Court, Mount Airy, MD 21771",Mount Airy,MD,21771,No,Yes,Yes,2026-07-22T01:05:31+00:00,2026-08-16T12:25:42+00:00,+13016354257,https://www.mountairymedicaleyecenter.com/,,c6c40821-4a07-4499-af23-63a523db30b1
Mt. View EyeCare Center,"1405 Southeast 164th Avenue, Vancouver, WA 98683",Vancouver,WA,98683,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13603024961,,,c2fb3b84-ef1d-4e51-b5b2-4cbcae6a5974
My Eye Dr.,"1415 Wooten Lake Road Northwest  Suite 100, Kennesaw, GA 30144",Kennesaw,GA,30144,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17707387334,,Ryan Tieu OD,864aefad-64db-454c-8d9b-ec4855e45da1
MyEyeDr.- Mountainbrook,"2737 U.S. 280, Mountain Brook, AL 35223",Mountain Brook,AL,35223,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12059646911,locations@myeyedr.com,Brooke Kaplan,ec8bb021-fc1c-47b7-8c2c-c59753f9a03e
Nielsen Eye Center,"141 Longwater Drive, Norwell, MA 02061",Norwell,MA,02061,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13506004955,https://www.golasik.net/medical-surgical/crosslinking-and-keratoconus/,Helen Moreira MD; Nitasha Khanna MD; Maria Lopez MD,d4b59c21-fce9-4b9e-90a9-b55f432873d5
Nielsen Eye Center,"95 Chapel Street, Norwood, MA 02062",Norwood,MA,02062,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16056085014,https://www.golasik.net/medical-surgical/crosslinking-and-keratoconus/,Helen Moreira MD; Nitasha Khanna MD; Maria Lopez MD,2fd8bf85-e20a-4adf-a5ad-f6e91dd6d65c
Nielsen Eye Center,"300 Congress St, Quincy, MA 02169",Quincy,MA,02169,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+16173797826,https://www.golasik.net/medical-surgical/crosslinking-and-keratoconus/,Helen Moreira MD; Nitasha Khanna MD; Maria Lopez MD,a258c907-bf36-4cec-9351-e179a562ea7a
Nielsen Eye Center,"541 Main Street, Weymouth, MA 02190",Weymouth,MA,02190,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15672685279,https://www.golasik.net/medical-surgical/crosslinking-and-keratoconus/,,f56e8b30-d77c-4b06-90a1-b89cc155df41
NJ Eye and Ear,"1016 Main Avenue, Clifton, NJ 07011",Clifton,NJ,07011,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+19737917083,https://www.njeyeandear.com,Karina Puleo; Jennifer Ariola; Wae Shin; Idil Bilgin; Lauren Rosato; Tina Choe; Joseph Szorentini; Jimmy Hu,15509a6c-b3b2-4f27-8e0e-a3e4548cbdc7
Normandy Optical - Rochester,"137 South Livernois Road, Rochester Hills, MI 483071837",Rochester Hills,MI,483071837,No,Yes,No,2026-07-23T00:58:32+00:00,2026-07-29T13:54:58+00:00,+19129152663,https://www.normandyoptical.com/locations/rochester-hills,,659e088d-0fb5-4075-8576-cce22a27f0c3
Normandy Optical - Sterling Heights,"36838 Ryan Road, Sterling Heights, MI 48310",Sterling Heights,MI,48310,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15868004114,https://www.normandyoptical.com/locations/sterling-heights,,edbe6f16-4b08-4723-af6d-e19e398ffa83
Normandy Optical - West Bloomfield,"6891 Orchard Lake Road, West Bloomfield Township, MI 48322",West Bloomfield Township,MI,48322,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15172101707,https://www.normandyoptical.com/locations/west-bloomfield,,9c3a3f3f-eebb-4af4-869f-69fbe6bfb7f2
North Georgia Eye Associates,"2061 Beverly Road, Gainesville, GA 30501",Gainesville,GA,30501,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12184057974,https://northgeorgiaeye.com/,Elizabeth Ellison; Pamela Martin; Bhairavi Dholakia,ea6d2f06-795b-4952-8f71-0c2ed009304d
Northeastern Eye Institute,"200 Mifflin Ave, Scranton, PA 18503",Scranton,PA,18503,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15707084269,https://www.neivision.com/scranton.html,Thomas Boland,a7b690bb-d192-458a-b662-1c7c8369e455
Northeastern State University,"870 E. Crafton St, Tahlequah, OK 74464",Tahlequah,OK,74464,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19182576492,https://www.nsuok.edu:443/,Nate Lighthizer,5de765e7-ff94-4db1-93fc-c80699a281c0
Northern Virginia Doctors of Optometry,"7249 Arlington Boulevard, Falls Church, VA 22042",Falls Church,VA,22042,No,Yes,Yes,2026-07-18T21:18:20+00:00,2026-08-16T12:25:42+00:00,+16592745340,http://www.novaeyedocs.com/,,b5fc237b-596b-4919-ae31-29580e6daf2e
Northwest Eye,"250 North Central Ave North / Ste 107, Wayzata, MN 55391",Wayzata,MN,55391,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17632960593,https://nweyeclinic.com/locations/wayzata,,b139e09e-a87f-45f7-bd77-7823f2a32945
Northwest Eye Surgeons,"332 NE NORTHGATE WAY, Seattle, WA 98125",Seattle,WA,98125,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12067610425,https://www.nweyes.com/locations/seattle-northgate,,f27e7250-a8de-498c-aad8-b02863403c4b
Northwest Eye Surgeons - Mount Vernon,"1306 Roosevelt Avenue, Mount Vernon, WA 98273",Mount Vernon,WA,98273,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13608735760,nweyes.com,,bad96e9e-baaa-4766-a01e-6353247dd265
Northwest Eye Surgeons - Renton,"1412 Southwest 43rd Street, Renton, WA 98057",Renton,WA,98057,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14257282311,nweyes.com,,d37d3523-1d0c-4020-8916-b6519f0e2780
Northwest Eye Surgeons - Sequim,"795 North 5th Avenue, Sequim, WA 98382",Sequim,WA,98382,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13609972272,nweyes.com,,179a4ba7-35c0-4041-a6bd-4d3ddb0367b1
NVISION - Tigard,"7000 SW Redwood Lane, Tigard, OR 97224",Tigard,OR,97224,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13612668299,www.nvisioncenters.com,,c001d99e-4e2a-4074-b699-0aaa0628cac4
NVISION Eye Centers- Fullerton,"1400 N. Harbor Blvd., Fullerton, CA 92835",Fullerton,CA,92835,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16822974188,https://www.nvisioncenters.com/locations/orange-county/nvision-fullerton/?utm_source=organic&utm_medium=gmb&utm_campaign=website_gmb,,eac3bf49-89d2-499b-b405-9aa11a8a72eb
NVISION Eye Centers- La Jolla,"3655 Nobel Dr / Suite 130, San Diego, CA 92122",San Diego,CA,92122,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19412144680,https://www.nvisioncenters.com/locations/san-diego/nvision-la-jolla,,875276dc-7210-49de-85a1-449ab8bc883d
NVISION Eye Centers- Murrieta,"25485 Medical Center Dr / Ste 212, Murrieta, CA 92562",Murrieta,CA,92562,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12602365923,https://www.nvisioncenters.com/locations/inland-empire/nvision-murrieta/?utm_source=organic&utm_medium=gmb&utm_campaign=website_gmb,,f9c2ffbc-92a4-42c8-9b24-bb4d4e606a2f
NVISION Eye Centers- Newport Beach,"4220 Von Karman Ave / Unit 100, Newport Beach, CA 92660",Newport Beach,CA,92660,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12316743383,https://www.nvisioncenters.com/locations/newport-beach.html,,0d126209-f08e-49ce-bfec-fa7f96372045
NVISION Eye Centers- Ontario,"3155-D Sedona Court / Suite 100, Ontario, CA 91764",Ontario,CA,91764,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16693300810,https://www.nvisioncenters.com/locations/Inland-empire/nvision-ontario/?utm_source=organic&utm_medium=gmb&utm_campaign=website_gmb,,5fee4020-9e62-4734-a1ef-5fcc29e46c8f
OCLI New Haven County: Meriden,"1064 East Main Street, Meriden, CT 06450",Meriden,CT,06450,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12039022452,https://www.ocli.net/locations/eye-doctor-in-new-haven-county-meriden/,Himakshi Bhatt,e93763de-4137-4a1c-b1c4-d08825a5f5c8
"OCLI VISION 711 Stewart Ave, Garden City","711 Stewart Ave / Suite 160W, Garden City, NY 11530",Garden City,NY,11530,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15169406468,www.ocli.net,Gerard D'Aversa MD; Marguerite McDonald; Eric Donnenfeld; Raymond Mariani,ad966e0a-d6be-4734-bc39-0a167a787e60
OCLI Vision New Haven County: East Haven,"317 Foxon Road, East Haven, CT 06513",East Haven,CT,06513,No,Yes,No,2026-07-22T01:05:31+00:00,2026-08-15T12:24:19+00:00,+15706957427,https://www.ocli.net/locations/eye-doctor-in-new-haven-county-east-haven/,Himakshi Bhatt; Talia Shoshany,ae0aa020-1354-4f43-aeaf-549651134c73
OCLI Vision Stamford,"2777 Summer Street / Suite 212, Stamford, CT 06905",Stamford,CT,06905,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+18603456496,https://www.ocli.net/locations/eye-doctor-in-fairfield-county-stamford/,Talia Shoshany,52c3b5ab-8f6a-46e4-8c24-e99fdc558885
Oculare,"3715 Northside Parkway Northwest  Suite 220, Atlanta, GA 30327",Atlanta,GA,30327,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14045864451,oculare.com,Gavin Cohen,35782fdd-d658-4857-8179-87bb3c0823d0
Oklahoma Medical Eye Group,"3400 Southeast Frank Phillips Boulevard, Bartlesville, OK 74006",Bartlesville,OK,74006,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19183932059,https://www.omeg2020.com/eye-center/,,4f8c8192-0502-498b-8b86-03cf54d8cd2b
Oklahoma Medical Eye Group,"224 South Gateway Place / Suite 101, Jenks, OK 74037",Jenks,OK,74037,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19188427761,https://www.omeg2020.com/,Michael Chamberlain,bdb1dff8-72d8-49f6-beb8-75332c073175
Oklahoma Medical Eye Group: S. Tulsa,"9999 South Mingo Road, Tulsa, OK 74133",Tulsa,OK,74133,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19189377746,https://www.omeg2020.com/eye-center/south-tulsa/,,c2d2edab-4d6e-4554-b469-307024a40883
Omni Eye Services - Downwood Circle,"3200 Downwood Circle, Atlanta, GA 30327",Atlanta,GA,30327,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16066605821,http://www.omnieyeatlanta.com/services/corneal-services/corneal-transplant/,Priya Patel MD; Niloufar Soltanian,3644f599-f43a-41a1-a8bb-0289dba01f52
Omni Eye Services - Iselin,"485 Route 1 South / Building A / Suite 100, Iselin, NJ 08830",Iselin,NJ,08830,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17323132603,,George Veliky; Melanne Rosetta,b1213246-4fd9-4d7e-a5e9-e62f95685f7e
Ophthalmic Consultants of Boston,"146 Industrial Park Road, Plymouth, MA 02360",Plymouth,MA,02360,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+19787562413,https://www.eyeboston.com/cornea/crosslinking/,Daniel Hu MD,50005059-2020-468c-98a4-74615948481b
Ophthalmic Consultants of Boston,"195 West Street, Waltham, MA 02451",Waltham,MA,02451,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16414183239,https://www.eyeboston.com/cornea/crosslinking/,Michael Raizman MD; Naveen Rao MD; Azin Abazari MD,25fa5a7c-c43e-49ce-8e80-27238845bf47
Ophthalmic Consultants of Connecticut,"1375 Kings Highway, Fairfield, CT 06824",Fairfield,CT,06824,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16624938971,,Eric Donnenfeld MD; James Thimons; Talia Shoshany,f58e0633-7263-4986-a312-afadf743670e
Ophthalmic Partners,"775 East Route 70, Marlton, NJ 08053",Marlton,NJ,08053,Yes,Yes,Yes,2026-08-06T13:50:19+00:00,2026-08-16T12:25:42+00:00,+18566364355,https://oppdoctors.com/,Brandon Ayres; Brenton Finklea MD; Marisa Schoen MD,41ae30bd-c443-46a2-a96e-3d65ece6f97c
Ophthalmic Specialists of Michigan,"29201 Telegraph Rd / Ste 101, Southfield, MI 48034",Southfield,MI,48034,Yes,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12486880813,https://osmich.com/locations/southfield/,,ad6a76ad-b99f-42fc-8388-4225c2607171
Ophthalmology Associates,"12990 Manchester Rd / Suite 200, St. Louis, MO 63131",St. Louis,MO,63131,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+13148501245,https://www.youreyedoc.com/locations/ophthalmology-associates/?utm_source=gmb&utm_medium=yext,Gregg Berdy MD; Ranjan Malhotra MD; Robert Brusatti; Andrew Royer,a5ccd6e4-67ac-402c-ad90-fd1c379b1cdb
Ophthalmology Surgery Center of Illinois,"1300 North Arlington Heights Road, Suite 150, Itasca, IL 60143",Itasca,IL,60143,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16302167705,,Kevin Kovach; AliNiazee Mateen; Marius Gradianu,eacbb139-353d-4432-b6fb-f24b12118131
Optical Illusions San Jose,"377 Santana Row, Suite #1115, San Jose, CA 95128",San Jose,CA,95128,No,Yes,Yes,2026-07-30T13:44:50+00:00,2026-08-16T12:25:42+00:00,+18506130979,www.opti-illusions.com,,0ad7858b-c125-43f8-8af1-fc53f72d7d23
Optical Illusions San Mateo,"194 West Hillsdale Boulevard, San Mateo, CA 94403",San Mateo,CA,94403,No,Yes,Yes,2026-07-29T13:54:58+00:00,2026-08-16T12:25:42+00:00,+16504569437,www.opti-illusions.com,,1629d45b-294f-4b14-aaf4-b8463b4a2010
Optical Illusions San Ramon,"6000 Bollinger Canyon Road, Suite #1104, San Ramon, CA 94583",San Ramon,CA,94583,No,Yes,Yes,2026-07-30T13:44:50+00:00,2026-08-16T12:25:42+00:00,+19254453041,www.opti-illusions.com,,c42c2a65-5681-4e90-8010-ea64c4c353b8
Optima Medical Associates,"1229 B Street, Hayward, CA 94541",Hayward,CA,94541,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15105925242,http://www.optimaeye.com,,898e4e8d-e164-4152-92ce-c029e4b13511
OSU Optometry Services,"1664 Neil Avenue, Columbus, OH 43201",Columbus,OH,43201,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16147146310,https://greatvision.osu.edu,,30d4c054-6f44-4563-8d3b-a37360353423
Palm Beach Eyes,"640 Boynton Beach Boulevard, Boynton Beach, FL 33426",Boynton Beach,FL,33426,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+15618344391,https://visionsource-palmbeacheyes.com/,Greg Pientka; Michael Mann,bc22b7c1-0e69-4968-b273-5a18de8bfaec
Palm City Eye Care,"2660 Southwest Immanuel Drive, Palm City, FL 34990",Palm City,FL,34990,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+17722797090,https://www.palmcityeye.com/,Jason Davis; Jessica Lund,844bafe9-6977-4930-91d3-dabbc16106ae
Palo Alto Eyes Optometry,"540 University Avenue, Palo Alto, CA 94301",Palo Alto,CA,94301,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16508997454,www.paloaltoeyes.net,,2e47f1d1-d834-446f-b272-2c567d096bcc
"Palo Alto Vision Optometry- Dr. Vivian Pham, OD","109 California Avenue, Palo Alto, CA 94306",Palo Alto,CA,94306,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16509551095,www.paloaltovision.com,,78dbb227-eea5-4e89-bd39-fffbb2c91209
Paradise Canyon Eye Care,"1449 1400 West Street, St. George, UT 84770",St. George,UT,84770,No,Yes,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+14359157962,https://paradiseeye.com,Joseph Fife OD,800db365-b06a-4eaa-ad2f-d687e352af44
Parker Cornea,"3745 Corporate Woods Drive, Vestavia Hills, AL 35242",Vestavia Hills,AL,35242,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+12058310252,https://parkercornea.com/,,3e2e385d-9150-4c97-a9a5-78079c72df39
Parkhurst Nuvision,"9725 Datapoint Drive / Ste 106, San Antonio, TX 78229",San Antonio,TX,78229,Yes,No,Yes,2026-07-14T02:12:15.966Z,2026-08-16T12:25:42+00:00,+16892648373,https://sanantonio-lasik.com/,Lauren Libfraind; Darcy Seaton OD; Thomas Nettleton; Matthew Hirabayashi; Gregory Parkhurst; Anthony Vanrachack; Lucas Nguyen; Travis Parker,1e1324d3-d663-4edb-a530-579652364539
